432,"cho nhau lối đi riêng","Sáng sớm thấy ánh nắng chan hòa bên căn phòng...",54928,41,"Đông Nhi",""
433,"cho vừa lòng em","Thôi rồi ta đã xa nhau...",51470,29,"Mặc Thế Nhân",""
434,"tàu về quê hương","Anh ơi đô thành ở đây em sống không quen…",50268,29,"Hồng Vân",""
435,"tình yêu","Tình yêu là đóa hoa tình yêu là nắng mai...",53960,36,"Phương Uyên",""
436,"ai khổ vì ai","Anh biết chăng anh em khổ vì ai  em khóc vì ai...",55668,43,"Thương Linh",""
437,"tình yêu tuyệt vời","Tình yêu của em đã khiến con tim của anh xiết bao...",54351,38,"Phan Đinh Tùng",""
438,"lời hứa","Lời hứa anh trao gửi em  trong ngày mình phải xa rời nhau…",52911,30,"Quang Huy",""
439,"mối tình chiều mưa bay","Một chiều mưa bay cũng giống như mọi ngày anh bước chân...",56778,47,"Nguyên Chấn Phong",""
440,"có lẽ em","Gió bấc xô vào lòng em những cơn gió lạnh",57494,50,"Tiên Cookie",""
441,"vị trí nào cho anh","Ánh trăng thề ngày nào bên nhau dịu ngọt em nói….",52113,29,"Thái Khang",""
442,"phút cuối","Chỉ còn gần em một giây phút thôi…",53793,35,"Lam Phương",""
443,"yêu lầm","Bởi tôi lỡ dại yêu lầm người ta  nên khổ đời tôi vì ai gian dối…",56636,46,"Giao Tiên",""
444,"yêu xa","Sương đã ngủ Đọng lại trên phiến lá rất xanh Mà con tim...",58628,53,"Vũ Cát Tường",""
445,"trà xanh","Ngày hôm qua ngỡ như là một giấc mơ  giấc mơ buồn...",53501,33,"Vũ Quốc Bình  ",""
446,"ngỡ như giấc mơ","Đêm nay em không anh đi cùng trên phố vắng …",52924,30,"Nguyễn Văn Chung",""
447,"mùa tình yêu","Mùa tình yêu đến đây rồi...",50602,29,"Nhạc ngoại",""
448,"hạ thương","Hạ ơi anh xa em mấy mùa phượng rồi mà lòng ngỡ...",52202,29,"Hàn Châu  ",""
449,"nơi đâu tìm thấy em","Ngày tháng yêu em ngày tháng bên em cũng đã qua rồi...",56170,45,"Lê Chí Trung",""
450,"đất nước","Đất nước tôi thon thả…",50435,29,"Phạm Minh Tuấn",""
451,"chuyện đời tôi","Chuyện đời tôi bây giờ buồn lắm bạn ơi",57278,49,"Đình Văn",""
452,"áng mây buồn","Tình đôi ta nay đổi thay  còn giây phút để bơ vơ…",52863,30,"Minh Vy",""
453,"bởi tin lời thề","Về đâu khi tình yêu như giấc mộng giữa màn đêm…",51999,29,"Thái Khang",""
454,"tiếng dương cầm trong đêm","Tình cờ em thấy anh  bỗng em vui như ngày xưa...",55127,41,"Nguyễn Văn Chung",""
455,"làm dâu xứ lạ","Thôi em theo chồng làm cô dâu xứ lạ  bao nhiêu ân tình...",52217,29,"Vinh Sử",""
456,"anh mơ","Sáng nay anh được gặp em  lòng anh hạnh phúc thật nhiều...",55953,45,"Anh Khang",""
457,"thương hoài ngàn năm","Ngàn năm thương hoài một bóng người thôi…",52822,30,"Phạm Mạnh Cương",""
458,"đến khi nào","Đến khi nào mặt trời ngừng chiếu Và nắng thôi soi trên con...",57517,50,"Khắc Việt",""
459,"bay giữa ngân hà","Vòng đu quay cứ mỗi phút giây lại càng bay lên cao Dường...",54164,38,"Nguyễn Văn Chung",""
460,"cỏ úa","Còn nhớ tên nhau xin gọi trong giấc mộng…",50842,29,"Lam Phương",""
461,"ăn năn","Mẹ yêu hỡi chốn nhân gian rất buồn …",55215,42,"Tuấn Khanh",""
462,"nụ hôn gió","Nhớ người yêu nhớ người thương  lòng như gió chiều buồn hắt hiu...",56172,45,"Nguyễn Hồng Thuận",""
463,"tan tác","Ta đưa người đi đường về tình chia hai lối…",50764,29,"Nhạc ngoại",""
464,"lan và điệp 3","Chiều kia lũ chim trên cành buồn không ca...",54064,37,"Mạc Phong Linh",""
465,"dù có cách xa","Na na… Nếu mai kia mà người yêu anh đi về nơi nào xa vời…",56338,46,"Đinh Mạnh Ninh",""
466,"ngày xuân long phụng sum vầy","Mừng tết đến và lộc đến nhà nhà  cánh mai vàng…",55884,44,"Quang Huy",""
467,"ngôi nhà hoa hồng","Em mơ ngày xưa đôi ta vẫn hay ngồi bên vườn hoa thơm ngát...",53181,31,"Nguyễn Văn Chung",""
468,"sau mỗi giấc mơ","Buồn vì sao sau bao phút giây yêu rồi làm tim em đau nhói…",56555,46,"Đông Nhi",""
469,"một thuở yêu người","Cuộc tình dĩ vãng…",50826,29,"Nhạc ngoại",""
470,"về quê ngoại","Anh xin mời em đi về miền quê xa lắc lơ ...",50993,29,"Hàn Châu",""
471,"vệt nắng cuối trời","Xa mãi tận cuối trời lấp lánh cùng dòng mưa rơi...",55460,42,"Tiến Minh",""
472,"nụ hôn và nước mắt","Ngày xưa bên dòng sông đìu hiu ngôi nhà tranh...",53041,30,"Lâm Chấn Huy",""
473,"tình yêu còn đâu","Tình yêu đó vẫn mãi còn in sâu trong lòng anh...",51835,29,"Duy Mạnh",""
474,"đôi chân trần","Tôi muốn quên đi tháng với ngày cha đi lượm quả ngọt rừng…",56363,46,"Y Phôn K'sor",""
475,"đàn bà","Đã từ lâu tôi vẫn thường trong bóng đêm",57513,50,"Song Ngọc",""
476,"phượng hồng","Những chiếc giỏ xe chở đầy hoa phượng…",50422,29,"Vũ Hoàng",""
477,"đến sau một người","Khi em gặp anh tình cờ nơi góc quán quen  chợt ánh mắt…",52744,30,"Phạm Hòa Khánh",""
478,"chị tôi","Nhà tôi bên bến sông…",51213,29,"Trần Tiến",""
479,"sóng tình","Này người yêu dấu ơi  em đã nghe gì trong tiếng sóng...",53049,30,"Tuấn Khanh",""
480,"nỗi nhớ tình tôi","Tình yêu xưa như trăng như sao  hạnh phúc thay…",52411,29,"Hoài An",""
481,"thật lòng","Chuyện tình yêu ai đâu biết ngày mai sẽ chia hai…",52420,29,"Nhất Trung",""
482,"đông","Ngày mai mưa phùn nắng gió tiêu điều",57524,50,"Vũ Cát Tường",""
483,"tình đơn phương","Nhiều lần ngập ngừng…",51283,29,"Nhạc Hoa",""
484,"yêu một mình","Nhà em có hoa vàng trước ngõ  tường thật là cao…",52126,29,"Trịnh Lâm Ngân",""
485,"thương thầm","Ở bên này mình thương mình nhớ  ngó bên rào...",52824,30,"Nguyễn Ngọc Thạch",""
486,"nhật ký","Về nhà làm gì khi đau thương giày xéo cõi lòng...",51757,29,"Nhạc Hoa",""
487,"khoảng cách","Đã bao lần anh giấu lòng  gói riêng mình..",52213,29,"Quốc Dũng",""
488,"nửa trái tim tội nghiệp","Yêu anh em đâu dám mong gì hơn được bên anh...",53189,31,"Trương Lê Sơn",""
489,"đường cong","Này em từ đâu về đây vừa hay nhìn em là say Này...",58460,53,"Nguyễn Hải Phong",""
490,"anh đã hiểu tình em","Còn ngại ngùng gì không dám yêu anh em ơi…",52149,29,"Xuân Long",""
491,"cát bụi","Hạt bụi nào hóa kiếp thân tôi...",50432,29,"Trịnh Công Sơn",""
492,"có tất cả nhưng mất em","Ngày đó ta yêu nhau mình ước mơ bao điều",57495,50,"Đăng Khoa",""
493,"hãy trả lời em","Em hỏi anh có bao giờ con sông kia thôi ngừng trôi…",52502,29,"Tuấn Nghĩa",""
494,"tôi không tin","Tôi không tin đời tôi có em rồi phải xa em suốt đời ...",51759,29,"Nhạc Hoa",""
495,"kẻ đứng sau tình yêu","Lòng em ngây ngất vui khi tình yêu đến hôm nào…",52637,30,"Minh Vy",""
496,"tình đời","Khi biết em mang kiếp cầm ca ...",50134,29,"Minh Kỳ  ",""
497,"xuân yêu thương","Kìa đàn chim đã về  đàn chim hót líu lo mừng xuân...",54149,37,"Trần Quang",""
498,"qua đêm nay","Qua đêm nay sóng gió sẽ về với mây ngàn dậy đi yêu thương…",53618,34,"Mạnh Quân",""
499,"chiều sân ga","Lần đầu gặp em nghe hồn rã rời khi phố kia chưa lên đèn…",50425,29,"Sông Trà",""
500,"yêu em là định mệnh","Từng vấp ngã với anh bao lần.Lúc đi trên đường đời.Nhiều cay...",58623,53,"Nguyễn Hồng Thuận",""
501,"mẹ","Cả cuộc đời cha đi bộ đội  quà về cho mẹ…",52231,29,"Phan Long",""
502,"không bao giờ quên anh","Tôi viết lên đây với tất cả chân thành...",53084,30,"Cổ nhạc: Viễn Châu",""
503,"nhớ nhau hoài","Em ở nơi nào có còn mùa xuân không em…",52072,29,"Anh Việt Thu",""
504,"chắc anh có yêu em","Đã bao ngày qua em đã quen được gần anh...",52337,29,"Phạm Hòa Khánh",""
505,"giọt lệ đài trang","Ngày xưa ai lá ngọc cành vàng…",50392,29,"Châu Kỳ",""
506,"sầu lẻ bóng","Người ơi khi cố quên là khi lòng nhớ thêm…",52281,29,"Anh Bằng",""
507,"về đâu","Như con chim non đang đi tìm tổ  em vẫn tìm trong cơn mưa đêm...",54853,40,"Chu Lê Minh",""
508,"em không còn buồn","Giờ chắc em sẽ không còn ai hỏi han em sớm trưa",57543,50,"Tăng Nhật Tuệ",""
509,"đau xót lý con cua","Tình buồn câu hát lý con cua  nắng mưa đời gian khó…",52606,29,"Minh Vy",""
510,"đêm trắng","Đêm nay ra phố mưa trên môi thắm...",52183,29,"Lê Quang",""
511,"nỗi đau của tình yêu","Hạt mưa đã xóa mờ từng góc phố vui buồn đêm đêm…",52271,29,"Bảo Chinh",""
512,"yêu chị hai lúa","Chẳng qua là duyên số  anh và em có nợ nhau thôi…",56633,46,"Chế Thanh",""
513,"i love you! ok","Lòng đầy xuyến xao…",50495,29,"Nhạc ngoại",""
514,"em là hạnh phúc trong anh","Mai ta xa rồi chẳng thể nói nhau đôi lời...",57019,48,"Liêu Hưng",""
515,"em về kẻo trời mưa","Nếu chiều nay không có anh ai sẽ đưa em về…",52019,29,"Ngân Giang",""
516,"kathy","Chiều nay đường vắng em với chúng tôi mấy người…",52034,29,"Đức Trí",""
517,"cho em","Hơ hơ hơ… Tiếng mưa rơi vẫn âm thầm trong đêm...",54422,39,"Wanbi Tuấn Anh",""
518,"nắng có còn xuân","Mùa xuân ơi ta nghe mùa xuân hát bên kia trời…",52792,30,"Đức Trí",""
519,"tình lỡ","Thôi rồi còn chi đâu em ơi...",51064,29,"Thanh Bình",""
520,"giúp anh trả lời những câu hỏi","Hôm qua anh mơ hay... Tất cả là sự thật...Sao môi anh...",58825,54,"Vương Anh Tú",""
521,"qua cơn mê","Một mai xa cơn mê xa cuộc đời bềnh bồng ...",53794,35,"Trần Trịnh  ",""
522,"vì em","Tình yêu ơi đã bao nhiêu tháng ngày xa cách...",56247,45,"Kasim Hoàng Vũ",""
523,"hãy yên lòng mẹ ơi","Đoàn quân bước trên đường…",51648,29,"Lư Nhất Vũ",""
524,"dòng sông quê em 1","Chiếc xuồng nhỏ đưa anh về…",51501,29,"Cổ nhạc: Huyền Nhung",""
525,"dì ghẻ con chồng","Có con chim chiều  buồn chi đứng hót ngoài sân...",53125,31,"Hồng Xương Long",""
526,"vị ngọt đôi môi","Trong tình yêu làm sao biết ai luôn chân thành...",51891,29,"Lê Hựu Hà",""
527,"tình là sợi tơ","Tiếng khóc không vơi được nỗi sầu đâu em...",55140,41,"Anh Bằng",""
528,"lệ đá","Hỏi đá xanh rêu bao nhiêu tuổi rồi…",50001,29,"Trần Trịnh",""
529,"nụ hôn bất ngờ","Nhớ mãi hôm nào gần bên nhau gần bên nhau mà ta…",52273,29,"Mỹ Tâm",""
530,"khi em ngủ say","Nếu có yêu anh thì xin em chớ nghi ngờ đừng hỏi anh.ngày mai...",57797,51,"Chi Dân",""
531,"không thể sống thiếu anh","Làm sao sống khi bên em thiếu vắng anh...",54756,40,"Nguyên Chấn Phong",""
532,"hương tóc mạ non","Nghe em hát câu dân ca…",50437,29,"Thanh Sơn",""
533,"giọt lệ tình","Ngày mai thôi em đi về phương nao chốn xa xôi...",52997,30,"Khánh Đơn",""
534,"hy vọng","Một đêm mưa tí tách ngoài hiên  một đêm đông…",52504,29,"Tường Văn",""
535,"bạc trắng lửa hồng","Tình nghĩa đôi mình chỉ thế thôi sao...",51376,29,"Khánh Băng",""
536,"đập vỡ cây đàn","Đập vỡ cây đàn giận đời đập vỡ cây đàn...",52180,29,"Tùng Vân",""
537,"duyên phận","Phận là con gái chưa một lần yêu ai  nhìn về tương lai mà thấy như…",56342,46,"Thái Thịnh",""
538,"em giờ đây","Người đâu có biết  người đâu có hay em đang nhớ anh rất nhiều...",57017,48,"Phạm Việt Hoàng",""
539,"mong","Đêm trôi qua thật nhanh có khi nào em quên anh...",54780,40,"Phúc Trường",""
540,"em trong mắt tôi","Em đẹp không cần son phấn  xinh thật xinh thật xinh rất hiền...",54041,37,"Nguyễn Đức Cường",""
541,"nồng nàn hà nội","Bước xuống phố  sáng tinh mơ  dạo qua góc công viên...",55087,41,"Nguyễn Đức Cường",""
542,"bà năm","Đã bao lâu rồi bà Năm đứng trông con về  sớm hôm sau hè…",52864,30,"Vũ Quốc Việt",""
543,"ta đâu có say","Hãy đến bên ta đêm nay cạn chén rượu buồn…",52084,29,"Duy Mạnh",""
544,"lo","Tay anh cầm tay em  vai ta kề vai...",57081,48,"Lê Trí Trung",""
545,"lạnh","Sao đôi ta yêu nhau mà luôn gặp thêm bao đớn đau...",57077,48,"Tonny Việt",""
546,"anh về miền tây","Em về miền Tây đường quê nghe tiếng ai hò...",53831,36,"Minh Vy",""
547,"khi","Khi em nói là mình chia tay thôi...",53010,30,"Lê Quang",""
548,"bài hát tặng em","Bao nhiêu đêm anh luôn trông mong một người là em đó Khi...",57699,51,"Hoàng Tôn",""
549,"chỉ vì anh quá yêu em","Anh không thể bên em nữa sao  từ ngày hôm qua….",55998,45,"Phạm Việt Hoàng",""
550,"thế nhé anh","Em đã khóc đã khóc rất nhiều",57358,49,"Khắc Việt",""
551,"tình em xứ quảng","Anh về nơi xứ Quảng thăm người em phố Hội...",52831,30,"Trần Ngọc",""
552,"1 2 3 chia tay","Một là yêu em  hai là bên em  ba là anh chỉ có em…",55205,42,"Nhất Trung",""
553,"mặc kệ người ta nói","Người ta cứ nói tôi yêu em là ngu tôi yêu em là ngơ…",52775,30,"Khánh Đơn",""
554,"giọt sương","Ngồi một mình nhìn ra cánh vườn  nhìn từng giọt sương trong trắng…",56387,46,"Hoàng Rapper",""
555,"thao thức vì em (em là tất cả)","Em ơi suốt đêm thao thức…",51015,29,"Lam Phương",""
556,"nếu","Hư hư hư hư...rồi lúc vắng anh cô đơn tìm về với em...",54293,38,"Phúc Trường",""
557,"tình yêu không có lỗi","Nước mắt đàn ông không rơi từng giọt  nước mắt đàn ông...",52835,30,"Minh Nhiên",""
558,"cho một tình yêu","Ngày mới quen nhau em nào hay đôi mình được gần nhau…",55254,42,"Mỹ Tâm",""
559,"dạ cổ hoài lang","Từ là từ phu tướng…",50483,29,"Cao Văn Lầu",""
560,"bởi vì anh yêu em","Đêm dần trôi tôi với tôi lẻ loi  xót xa mối duyên…",52154,29,"Phan Đinh Tùng",""
561,"đất nước trọn niềm vui","Ta đi trong muôn ánh sao vàng  rừng cờ tung bay!Rộn ràng...",51539,29,"Hoàng Hà",""
562,"mai","Mai anh đã quen em một ngày…",51182,29,"Quốc Dũng",""
563,"tình nồng","Đừng buồn nhé em hỡi...",50830,29,"Nhạc ngoại",""
564,"nỗi nhớ đóng băng","Gió đông qua trước hiên nhà  xào xạc lá rơi đầy khắp sân…",54104,37,"Nguyễn Văn Chung",""
565,"bóng mây qua thềm","Nàng đi qua lối đó  mùi hương bay theo gió  sợ cà phê bên đó…",51981,29,"Võ Thiện Thanh",""
566,"chậm lại một phút","Đêm nay anh có thấy sao trời tỏa sáng lung linh",57476,50,"Vương Vũ",""
567,"bức thư tình đầu tiên","Khi anh đưa mắt nhìn em qua tấm gương...",53108,31,"Đỗ Bảo",""
568,"dấu chân kỷ niệm","Chuyện tình đôi mươi chan chứa không bao giờ vơi…",53548,34,"Thúc Đăng",""
569,"lời thú tội ngọt ngào","Mất người vì em đã lừa dối  con tim nghẹn ngào bật khóc…",53760,35,"Đông Nhi",""
570,"nơi ấy ngọn đồi tình yêu","Giờ sao khóe mắt cay hòa theo gió bỗng lay...",56168,45,"Vương Anh Tú",""
571,"dòng máu lạc hồng","Dòng máu lạc hồng bốn nghìn năm ...",51804,29,"Lê Quang",""
572,"tình yêu nào phải trò chơi","Dường như em đang mơ một giấc mơ không có anh...",53497,33,"Thái Hùng",""
573,"hoa mười giờ","Hôm chia tay chiều chủ nhật...",50228,29,"Đài Phương Trang",""
574,"quay về đi","Đếm chiếc lá rơi ngoài hiên vắng  có biết đâu em...",54324,38,"Thủy Tiên",""
575,"trò chơi cay đắng","Dẫu biết con tim héo khô vì em  dẫu biết con tim…",52576,29,"Minh Khang",""
576,"hạnh phúc quanh đây","Ầu ơ ơ ơ đốn cây ai nỡ chiết chồi… Nếu em thôi anh con ta sẽ khổ...",56083,45,"Tô Thanh Tùng",""
577,"con đường tình yêu","Có một con đường mang tên là tình yêu Khi tôi bước một...",54197,38,"Đào Trọng Thịnh",""
578,"chuyện","Chiều buông nắng hoàng hôn khuất xa chân trời...",55257,42,"Nguyễn Hoàng Anh Minh",""
579,"trường sơn đông trường sơn tây","Cùng mắc võng trên rừng Trường Sơn…",50272,29,"Hoàng Hiệp",""
580,"chiếc áo bà ba","Chiếc áo bà ba trên dòng sông thăm thẳm…",50622,29,"Trần Thiện Thanh",""
581,"giọt nước mắt chảy ngược","Mặc dù đầu ấp tay gối mà tâm trí của em…",52198,29,"Minh Khang",""
582,"đừng xa em đêm nay","Đừng xa em đêm nay khi bóng trăng qua hàng cây...",52190,29,"Đức Huy",""
583,"ngôi nhà hạnh phúc","Là vì em hạnh phúc khi có anh bên cạnh em...",54302,38,"Thủy Tiên",""
584,"lời tỏ tình dễ thương 2","Anh number one... Anh xin thề anh sẽ yêu mãi thôi…",51865,29,"Ngọc Sơn",""
585,"đồi hoa mặt trời","Giữa mênh mông  hoa mặt trời trải dài cuối chân đồi phía xa…",55498,43,"Nguyễn Văn Chung",""
586,"nơi nào có em","Hằng đêm có những phong thư ko gửi cho ai..Chỉ viết cho vơi niềm...",57899,51,"Tiên Cookie",""
587,"lỗi lầm cây lá và gió","Một chiếc lá theo cơn gió cuốn bay đi xa cây rồi...",54273,38,"Nhất Trung",""
588,"khúc biệt ly","Thật lòng thầm cảm ơn em đã nói ra những suy nghĩ...",53297,32,"Minh Khang",""
589,"tâm sự với anh","Anh vô tình anh chẳng hiểu…",51166,29,"Hoàng Trang",""
590,"bâng khuâng","Gió cơn gió chiều nay mới lùa qua khóm cây...",52867,30,"Võ Thiện Thanh",""
591,"tình yêu cao thượng","Ngàn vì sao đêm nay không còn sáng cho riêng đôi mình...",54842,40,"Hamlet Trương",""
592,"bông điên điển","Hò ơ má ơi đừng gả con xa…",51083,29,"Hà Phương",""
593,"tại sao","Dẫu biết tình mình nay đã hết thật rồi  người yêu dấu ơi đừng quay lưng…",56561,46,"Quang Huy",""
594,"lặng thầm yêu","Có những lúc thấy chăng em nghe lòng sao trống vắng Nhìn trời...",57819,51,"Nguyễn Anh",""
595,"nhật ký đời tôi","Ngược thời gian trở về quá khứ...",50692,29,"Thanh Sơn",""
596,"kiếp cầm ca","Mưa rơi cho đời thêm nhớ thương  hạt mưa ướt vai người tha hương…",55865,44,"Huỳnh Anh",""
597,"nhớ người yêu","Thức trọn đêm nay để nhớ thương em…",53186,31,"Hoàng Hoa  ",""
598,"diễm xưa","Mưa vẫn mưa bay trên tầng tháp cổ...",50041,29,"Trịnh Công Sơn",""
599,"mơ một hạnh phúc","Khi gặp nhau tình yêu hé nở nụ cười…",52523,29,"Phạm Khánh Hưng",""
600,"chạm tay vào điều ước","Ngày hôm qua cơn gió kia cũng làm anh tái tê đêm dài...",54177,38,"Nguyễn Hồng Thuận",""
601,"quá khứ và anh","Mới hôm nào người bước đến môi xinh cười Nói những lời để...",57911,51,"Nguyễn Hậu",""
602,"không phải em","Ôi tình yêu  cuộc tình mà ta đã đến cho nhau đam mê...",52037,29,"Thái Thịnh",""
603,"thế giới không tình yêu","Tình yêu là gì mà thế giới phải khóc  khi mộng mơ…",52422,29,"Kim Tuấn",""
604,"Giả vờ nhưng em yêu anh - remix","Hôm nay  em sẽ nói những điều Vì sao bao lâu nay em...",58681,53,"Chi Dân",""
605,"giấc mơ có thật","Đêm qua em mơ thấy anh mang mùa xuân yêu thương dịu êm...",53281,32,"Tường Văn",""
606,"lạc mất em","Lạc mất em rồi từ đây em hỡi...",53016,30,"Lê Quang",""
607,"trót yêu","Có chút bối rối chạm tay nhau rồi Vì em mơ giấc qua...",58966,54,"Phan Lê Ái Phương",""
608,"ngồi bên em","Ngồi bên em nghe gió ru êm đềm...",53318,32,"Nguyễn Văn Chung",""
609,"chỉ còn lại tình yêu","Em có hay thu về nắng nghiêng lá vàng lối nhỏ...",56663,47,"Tiến Minh",""
610,"hạ trắng","Gọi nắng trên vai em gầy…",50047,29,"Trịnh Công Sơn",""
611,"tình thơ","Hàng ghế đá xanh tàn cây…",51382,29,"Hoài An",""
612,"em kể anh nghe","Đã đến lúc em phải đi xa  đến lúc chia lìa đôi ngả...",57018,48,"Nguyễn Hải Phong",""
613,"tình đơn côi","Đã có những lúc…",51554,29,"Nhạc Hoa",""
614,"cõi nhớ","Ngày đó lâu rồi hai đứa mình yêu nhau...",51905,29,"Sông Trà",""
615,"sầu đông","Chiều nay gió đông về...",50039,29,"Khánh Băng",""
616,"nửa vằng trăng - remix","Nửa vầng trăng đơn côi trong đêm...",57240,48,"Nhật Trung",""
617,"mưa nắng tình yêu","Ngồi bên anh lặng yên trong vòng tay ấm áp...",57114,48,"Mr. Siro",""
618,"nơi ấy","Có lắm lúc nắng chói quanh ta  con đường hàng cây xanh lá…",56524,46,"Nguyễn Hải Phong",""
619,"nhớ anh","Em nhớ anh buổi sáng mặt trời mọc trong sương...",54530,39,"Sông Trà",""
620,"dấu yêu","Tình như thoáng mây…",51643,29,"Quốc An",""
621,"anh muốn chia tay phải không","Anh hôm nay anh khác xưa Anh hôm nay đang mộng mơ...",58380,53,"Khánh Đơn",""
622,"làm ơn","Đừng rời xa tôi vì tôi lỡ yêu người mất rồi...",56757,47,"Trần Trung Đức",""
623,"xin lỗi","Chuyện tình đôi ta xem như từ đây chấm hết...",56251,45,"Mỹ Tâm",""
624,"thà rằng như thế","Cố giấu nước mắt lặng thầm nhìn nhau nghe nhói lòng…",51670,29,"Nguyễn Hoài Anh",""
625,"cho vơi nhẹ lòng","Lặng lẽ giữa đêm quạnh hiu  âm thầm cô đơn bước về...",56011,45,"Duy Anh",""
626,"thư gửi em","Chắc em đâu hay ngày qua có những thứ anh kìm nén...",57934,51,"Nguyễn Đình Vũ",""
627,"anh rất yêu em","Đến lúc mất em anh mới biết Sống thiếu vắng em anh thế...",57695,51,"Phạm Thế Anh",""
628,"không","Không không tôi không còn…",50044,29,"Nguyễn Ánh 9",""
629,"ca dao","Ngày hôm qua mẹ ru ta lời ca dao ơi à ơi...",54906,41,"Vũ Quốc Việt",""
630,"mất nhau rồi (thà trắng thà đen)","Chúng mình không còn yêu nhau thì thôi…",53141,31,"Ngân Trang",""
631,"nhánh lan rừng","Về thăm thành phố náo nức mùa xuân…",51360,29,"Thế Hiển",""
632,"hai người cùng cảnh ngộ","Có nuối tiếc mấy thì chúng ta cũng đã mang...",53001,30,"Khánh Đơn",""
633,"tình dại khờ","Em đã bước chân đi…",51674,29,"Nguyễn Nhất Huy",""
634,"hãy nói với em lời chia tay","Anh không còn yêu sao cứ ôm em trong lòng...",55327,42,"Minh Nhiên",""
635,"vầng trăng cô đơn","Đừng khóc đừng buồn nghe em...",51888,29,"Ngọc Sơn",""
636,"chợ mới 1","Cái chợ có hồi nào...",51566,29,"Trọng Nguyễn",""
637,"đừng nhắc chuyện lòng","Mấy năm cách biệt mình gặp lại nhau  cúi mặt ngỡ ngàng…",56712,47,"Đài Phương Trang",""
638,"em sẽ là giấc mơ","Đã có lúc anh như thờ ơ chẳng biết em ở bên…",53557,34,"Lưu Thiên Hương",""
639,"bội ước","Bội ước ai bội ước  tôi khổ đau với bao hờn ghen…",52464,29,"Bảo Chinh",""
640,"còn thương rau đắng mọc sau hè","Nắng hạ đi mây trôi lang thang...",50142,29,"Bắc Sơn",""
641,"vọng kim lang","Đàn bầu nỉ non như đang thở than  đèn dầu hắt hiu trong bóng đêm...",56620,46,"Minh Vy",""
642,"cô gái đến từ hôm qua","Và rồi ta hứa sẽ quay trở lại  vào một ngày mai như hai ngưới bạn ...",53702,35,"Trần Lê Quỳnh",""
643,"không đánh mà đau","Mối tình lìa tan câu giàu sang",57580,50,"Sơn Hạ",""
644,"một mình","Gió nhớ gì ngẩn ngơ ngoài hiên…",51026,29,"Thanh Tùng",""
645,"nấc thang tình yêu","Đêm khuya đã về ngoài hiên hoang vắng  anh nghe nỗi sầu tình em xa xăm...",56137,45,"Hoài An",""
646,"sẽ không còn nữa","Bao ngày xa cách nhau Là anh vẫn đợi chờ giây phút...",57923,51,"Tú Nguyễn",""
647,"gió lạnh","Cơn gió lạnh se buốt hiu quạnh  mình anh bước đi...",55846,44,"Bảo Thạch",""
648,"ngày tết quê em","Tết tết tết tết đến rồi tết tết tết tết đến rồi…",53594,34,"Từ Huy",""
649,"miền trung yêu dấu","Lâu lắm chưa về thăm lại miền Trung miền yêu dấu xưa...",52522,29,"Hồng Xương Long",""
650,"từ nay về sau","Yêu thương hôm nay đã xa tầm tay Anh mang thương đau em...",58202,52,"Phạm Hoàng Duy",""
651,"thuyền xa bến đỗ","Chuyện tình đôi ta như thuyền xa bến đỗ…",52685,30,"Huy Phương",""
652,"con yêu mẹ","Mẹ ơi con yêu mẹ như trời  mà trời quá rộng và lại quá cao...",55587,43,"Nguyễn Ngọc Thiện",""
653,"bến thượng hải","Biển sóng dạt dào…",50504,29,"Nhạc Hoa",""
654,"phố kỷ niệm","Người đã đi mãi  khuất cuối con đường dài  còn mình anh...",54318,38,"Khánh Đơn",""
655,"nỗi buồn hoa phượng","Mỗi năm đến hè lòng man mác buồn...",50043,29,"Thanh Sơn",""
656,"Bạc trắng tình đời - remix","Ngày mai tôi sẽ cố quên người Cho dù em có quay về...",58642,53,"Minh Khang",""
657,"đừng thương tôi","Đừng tiếc nuối và đừng thương tôi bằng tình phai phôi...",52360,29,"Thái Thịnh",""
658,"anh nhớ em nhiều","Giờ đây trong lòng em còn yêu anh nhiều không...",55211,42,"Ưng Đại Vệ",""
659,"bướm trắng","Ngày chia tay hai chúng ta chia hai đường đi…",52155,29,"Bảo Chinh",""
660,"mưa rừng","Mưa rừng ơi mưa rừng  hạt mưa nhớ ai mưa triền miên...",52062,29,"Huỳnh Anh",""
661,"xin còn gọi tên nhau","Tiếng hát bay trên thành phố bâng khuâng…",52701,30,"Trường Sa",""
662,"như vẫn còn đây","Rồi nhiều đêm em ngồi suy nghĩ về những phút giây...",55772,44,"Phúc Trường",""
663,"ba tôi","Ba tôi hiền lành dầu dãi nắng mưa...",53987,37,"Vĩnh Lai",""
664,"mưa hoa tuyết và em","Nghe ngoài hiên gió về  nghe từng cơn giông tố trong lòng…",55381,42,"Duyên Hương",""
665,"lưng chừng hạnh phúc","Sài Gòn giấu em kĩ quá để đến khi anh tìm em...",57826,51,"Hamlet  Trương",""
666,"nhịp đập giấc mơ","Sao nghe trong tim dư âm đâu đây  ngày nào mình còn bên nhau…",56507,46,"Lưu Thiên Hương",""
667,"kẻ trắng tay","Còn gì đâu em  còn gì đâu em...",53156,31,"Ngọc Sơn",""
668,"mùa đông của anh","Ngày nào anh yêu em…",50014,29,"Trần Thiện Thanh",""
669,"em nhớ anh rất nhiều (gọi giấc mơ về)","Từ lâu anh chỉ xem chúng ta như đôi bạn thân...",53139,31,"Vũ Quốc Bình",""
